P|SA|Name|CLAT|CLON|SLAT|ELAT|SLON|ELON|DIR|DIAM|CT|ET|QUAD|MAP|AS|AD|REF|FT|Origin
"E"|"m"|"Brianchon A"|76.7|-86.3|||||"E"|50.0|"EU"|"FR"|"LMP-3"|"LMP-3"|5|2006|89|"SF"|"Charles-Julien; French mathematician (1783-1864)."
"E"|"m"|"Brianchon B"|72.2|-89.1|||||"E"|31.0|"EU"|"FR"|"LMP-3"|"LMP-3"|5|2006|89|"SF"|"Charles-Julien; French mathematician (1783-1864)."
"E"|"m"|"Brianchon T"|75.8|-99.8|||||"E"|30.0|"EU"|"FR"|"LMP-3"|"LMP-3"|5|2006|89|"SF"|"Charles-Julien; French mathematician (1783-1864)."
"E"|"m"|"Bridgman C"|46.7|140.2|||||"E"|35.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Percy Williams; American physicist; Nobel laureate (1882-1961)."
"E"|"m"|"Bridgman E"|44.1|141.7|||||"E"|29.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Percy Williams; American physicist; Nobel laureate (1882-1961)."
"E"|"m"|"Bridgman F"|44.0|141.2|||||"E"|51.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Percy Williams; American physicist; Nobel laureate (1882-1961)."
"E"|"m"|"Briggs A"|27.1|-73.7|||||"E"|23.0|"EU"|"GB"|"LAC 38"|"LAC 38"|5|2006|75|"SF"|"Henry; British mathematician (1561-1630)."
"E"|"m"|"Briggs B"|28.1|-70.9|||||"E"|25.0|"EU"|"GB"|"LAC 38"|"LAC 38"|5|2006|75|"SF"|"Henry; British mathematician (1561-1630)."
"E"|"m"|"Briggs C"|25.0|-66.9|||||"E"|6.0|"EU"|"GB"|"LAC 38"|"LAC 38"|5|2006|75|"SF"|"Henry; British mathematician (1561-1630)."
"E"|"m"|"Brisbane E"|-50.0|71.2|||||"E"|56.0|"EU"|"SC"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Sir Thomas Makdougall; Scottish astronomer (1773-1860)."
"E"|"m"|"Brisbane H"|-50.3|64.9|||||"E"|43.0|"EU"|"SC"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Sir Thomas Makdougall; Scottish astronomer (1773-1860)."
"E"|"m"|"Brisbane X"|-50.4|67.4|||||"E"|20.0|"EU"|"SC"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Sir Thomas Makdougall; Scottish astronomer (1773-1860)."
"E"|"m"|"Brisbane Y"|-51.4|69.8|||||"E"|17.0|"EU"|"SC"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Sir Thomas Makdougall; Scottish astronomer (1773-1860)."
"E"|"m"|"Brisbane Z"|-52.8|72.4|||||"E"|64.0|"EU"|"SC"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Sir Thomas Makdougall; Scottish astronomer (1773-1860)."
"E"|"m"|"Brouwer C"|-33.4|-122.1|||||"E"|26.0|"EU"|"DU"|"LOC-1"|"LOC-1"|5|2006|75|"SF"|"Dirk; American astronomer (1902-1966); Luitzen Egbertus Jan; Dutch mathematician (1881-1966)."
"E"|"m"|"Brouwer H"|-35.9|-124.4|||||"E"|19.0|"EU"|"DU"|"LOC-1"|"LOC-1"|5|2006|75|"SF"|"Dirk; American astronomer (1902-1966); Luitzen Egbertus Jan; Dutch mathematician (1881-1966)."
"E"|"m"|"Brouwer P"|-38.6|-126.5|||||"E"|29.0|"EU"|"DU"|"LOC-1"|"LOC-1"|5|2006|75|"SF"|"Dirk; American astronomer (1902-1966); Luitzen Egbertus Jan; Dutch mathematician (1881-1966)."
"E"|"m"|"Brown A"|-48.1|-17.4|||||"E"|16.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown B"|-44.7|-16.1|||||"E"|12.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown C"|-47.6|-17.0|||||"E"|13.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown D"|-46.0|-16.1|||||"E"|20.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown E"|-46.8|-17.6|||||"E"|22.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown F"|-46.9|-18.3|||||"E"|6.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown G"|-45.5|-16.8|||||"E"|5.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brown K"|-46.6|-15.6|||||"E"|16.0|"EU"|"GB"|"LAC 111"|"LAC 111"|5|2006|66|"SF"|"Ernest William; British astronomer, mathematician (1866-1938)."
"E"|"m"|"Brunner L"|-12.4|91.3|||||"E"|34.0|"EU"|"SZ"|"LTO82D1"|"LTO-82D1"|5|2006|0|"SF"|"William Otto; Swiss astronomer (1878-1958)."
"E"|"m"|"Brunner N"|-11.4|90.7|||||"E"|18.0|"EU"|"SZ"|"LTO82D1"|"LTO-82D1"|5|2006|0|"SF"|"William Otto; Swiss astronomer (1878-1958). <em>Note: Formerly Dario</em>"
"E"|"m"|"Brunner P"|-12.5|90.1|||||"E"|19.0|"EU"|"SZ"|"LTO82D1"|"LTO-82D1"|5|2006|0|"SF"|"William Otto; Swiss astronomer (1878-1958)."
"E"|"m"|"Buch A"|-41.0|17.6|||||"E"|19.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Christian Leopold von; German geologist (1774-1853)."
"E"|"m"|"Buch B"|-37.8|17.0|||||"E"|6.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Christian Leopold von; German geologist (1774-1853)."
"E"|"m"|"Buch C"|-37.3|17.2|||||"E"|28.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Christian Leopold von; German geologist (1774-1853)."
"E"|"m"|"Buch D"|-39.6|16.5|||||"E"|7.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Christian Leopold von; German geologist (1774-1853)."
"E"|"m"|"Buch E"|-39.0|16.5|||||"E"|6.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Christian Leopold von; German geologist (1774-1853)."
"E"|"m"|"Buffon D"|-40.2|-131.7|||||"E"|20.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Georges Louis Leclerc; French natural historian (1707-1788)."
"E"|"m"|"Buffon H"|-42.3|-128.5|||||"E"|26.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Georges Louis Leclerc; French natural historian (1707-1788)."
"E"|"m"|"Buffon K"|-46.3|-128.0|||||"E"|18.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Georges Louis Leclerc; French natural historian (1707-1788)."
"E"|"m"|"Buffon V"|-39.2|-137.1|||||"E"|38.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|75|"SF"|"Georges Louis Leclerc; French natural historian (1707-1788)."
"E"|"m"|"Buisson V"|-0.6|110.8|||||"E"|22.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|0|"SF"|"Henri; French physicist, astronomer (1873-1944)."
"E"|"m"|"Buisson X"|1.6|111.6|||||"E"|21.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|0|"SF"|"Henri; French physicist, astronomer (1873-1944)."
"E"|"m"|"Buisson Y"|1.4|112.6|||||"E"|36.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|0|"SF"|"Henri; French physicist, astronomer (1873-1944)."
"E"|"m"|"Buisson Z"|-0.0|112.5|||||"E"|98.0|"EU"|"FR"|"LMP-2"|"LMP-2"|5|2006|0|"SF"|"Henri; French physicist, astronomer (1873-1944)."
"E"|"m"|"Bullialdus A"|-22.1|-21.5|||||"E"|26.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus B"|-23.4|-21.9|||||"E"|21.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus E"|-21.7|-23.9|||||"E"|4.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus F"|-22.5|-24.8|||||"E"|6.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus G"|-23.2|-23.6|||||"E"|4.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus H"|-22.7|-19.3|||||"E"|5.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus K"|-21.8|-25.6|||||"E"|12.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus L"|-20.2|-24.4|||||"E"|4.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus R"|-20.1|-19.8|||||"E"|17.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bullialdus Y"|-18.5|-19.1|||||"E"|4.0|"EU"|"FR"|"LAC 94"|"LAC 94"|5|2006|66|"SF"|"Boulliau, Ismael; French astronomer (1605-1694)."
"E"|"m"|"Bunsen A"|43.2|-88.9|||||"E"|39.0|"EU"|"GE"|"LMP-2"|"LMP-2"|5|2006|89|"SF"|"Robert Wilhelm Eberhard; German chemist (1811-1899)."
"E"|"m"|"Bunsen B"|44.2|-88.2|||||"E"|20.0|"EU"|"GE"|"LMP-2"|"LMP-2"|5|2006|89|"SF"|"Robert Wilhelm Eberhard; German chemist (1811-1899)."
"E"|"m"|"Bunsen C"|44.2|-90.0|||||"E"|18.0|"EU"|"GE"|"LMP-2"|"LMP-2"|5|2006|89|"SF"|"Robert Wilhelm Eberhard; German chemist (1811-1899)."
"E"|"m"|"Bunsen D"|40.9|-86.9|||||"E"|14.0|"EU"|"GE"|"LMP-2"|"LMP-2"|5|2006|89|"SF"|"Robert Wilhelm Eberhard; German chemist (1811-1899)."
"E"|"m"|"Burckhardt A"|30.5|58.8|||||"E"|28.0|"EU"|"GE"|"LAC 44"|"LAC 44"|5|2006|68|"SF"|"Johann Karl; German astronomer (1773-1825)."
"E"|"m"|"Burckhardt B"|29.9|60.1|||||"E"|11.0|"EU"|"GE"|"LAC 44"|"LAC 44"|5|2006|68|"SF"|"Johann Karl; German astronomer (1773-1825)."
"E"|"m"|"Burckhardt C"|31.6|59.0|||||"E"|6.0|"EU"|"GE"|"LAC 44"|"LAC 44"|5|2006|68|"SF"|"Johann Karl; German astronomer (1773-1825)."
"E"|"m"|"Burckhardt E"|30.6|55.7|||||"E"|39.0|"EU"|"GE"|"LAC 44"|"LAC 44"|5|2006|68|"SF"|"Johann Karl; German astronomer (1773-1825)."
"E"|"m"|"Burckhardt F"|31.4|57.2|||||"E"|43.0|"EU"|"GE"|"LAC 44"|"LAC 44"|5|2006|68|"SF"|"Johann Karl; German astronomer (1773-1825)."
"E"|"m"|"Burckhardt G"|32.1|57.5|||||"E"|7.0|"EU"|"GE"|"LAC 44"|"LAC 44"|5|2006|68|"SF"|"Johann Karl; German astronomer (1773-1825)."
"E"|"m"|"Bürg A"|46.8|33.1|||||"E"|12.0|"EU"|"AS"|"LAC 26"|"LAC 26"|5|2006|68|"SF"|"Johann Tobias; Austrian astronomer (1766-1834)."
"E"|"m"|"Bürg B"|42.6|23.5|||||"E"|6.0|"EU"|"AS"|"LAC 26"|"LAC 26"|5|2006|68|"SF"|"Johann Tobias; Austrian astronomer (1766-1834)."
"E"|"m"|"Burnham A"|-14.8|7.1|||||"E"|7.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Burnham B"|-15.3|7.3|||||"E"|4.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Burnham F"|-14.3|6.9|||||"E"|9.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Burnham K"|-13.6|7.4|||||"E"|3.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Burnham L"|-14.2|7.6|||||"E"|4.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Burnham M"|-14.1|9.0|||||"E"|9.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Burnham T"|-14.7|9.6|||||"E"|4.0|"NA"|"AM"|"LAC 77"|"LAC 77"|5|2006|66|"SF"|"Sherburne Wesley; American astronomer (1838-1921)."
"E"|"m"|"Büsching A"|-38.3|20.4|||||"E"|6.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching B"|-39.0|22.8|||||"E"|17.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching C"|-37.2|19.6|||||"E"|7.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching D"|-38.6|22.0|||||"E"|33.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching E"|-36.6|18.4|||||"E"|15.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching F"|-39.0|21.0|||||"E"|6.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching G"|-39.5|21.6|||||"E"|8.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching H"|-37.4|21.1|||||"E"|5.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching J"|-39.5|22.2|||||"E"|7.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Büsching K"|-37.9|18.7|||||"E"|5.0|"EU"|"GE"|"LAC 113"|"LAC 113"|5|2006|66|"SF"|"Anton Friedrich; German geographer (1724-1793)."
"E"|"m"|"Buys-Ballot H"|19.4|179.5|||||"E"|22.0|"EU"|"DU"|"LOC-4"|"LOC-4"|5|2006|75|"SF"|"Christoph Hendrik Diederik; Dutch meteorologist (1817-1890)."
"E"|"m"|"Buys-Ballot Q"|19.5|172.7|||||"E"|58.0|"EU"|"DU"|"LOC-4"|"LOC-4"|5|2006|75|"SF"|"Christoph Hendrik Diederik; Dutch meteorologist (1817-1890)."
"E"|"m"|"Buys-Ballot Y"|22.9|174.0|||||"E"|31.0|"EU"|"DU"|"LOC-4"|"LOC-4"|5|2006|75|"SF"|"Christoph Hendrik Diederik; Dutch meteorologist (1817-1890)."
"E"|"m"|"Buys-Ballot Z"|22.5|174.5|||||"E"|58.0|"EU"|"DU"|"LOC-4"|"LOC-4"|5|2006|75|"SF"|"Christoph Hendrik Diederik; Dutch meteorologist (1817-1890)."
"E"|"m"|"Byrd C"|84.7|26.8|||||"E"|52.0|"NA"|"AM"|"LMP-3"|"LMP-3"|5|2006|75|"SF"|"Richard Edwin; American explorer, aviator, navigator (1888-1957)."
"E"|"m"|"Byrd D"|85.4|32.7|||||"E"|24.0|"NA"|"AM"|"LMP-3"|"LMP-3"|5|2006|75|"SF"|"Richard Edwin; American explorer, aviator, navigator (1888-1957)."
"E"|"m"|"Byrgius A"|-24.5|-63.7|||||"E"|19.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius B"|-23.9|-60.8|||||"E"|23.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius D"|-24.1|-67.1|||||"E"|27.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius E"|-23.5|-66.2|||||"E"|18.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius H"|-23.7|-62.4|||||"E"|27.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius K"|-23.0|-61.8|||||"E"|14.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius N"|-22.3|-63.1|||||"E"|20.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius P"|-22.6|-64.1|||||"E"|19.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius R"|-26.5|-60.7|||||"E"|7.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius S"|-26.2|-61.4|||||"E"|43.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius T"|-25.1|-61.5|||||"E"|5.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius U"|-25.8|-67.2|||||"E"|13.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius V"|-26.0|-67.8|||||"E"|9.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius W"|-26.1|-68.5|||||"E"|14.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"Byrgius X"|-25.7|-65.4|||||"E"|6.0|"EU"|"SZ"|"LAC 92"|"LAC 92"|5|2006|66|"SF"|"Burgi, Joost; Swiss horologist (1552-1632)."
"E"|"m"|"C. Herschel C"|37.2|-32.5|||||"E"|7.0|"EU"|"GB"|"LAC 24"|"LAC 24"|5|2006|68|"SF"|"Caroline Lucretia; British astronomer (1750-1848)."
"E"|"m"|"C. Herschel E"|34.2|-34.7|||||"E"|5.0|"EU"|"GB"|"LAC 24"|"LAC 24"|5|2006|68|"SF"|"Caroline Lucretia; British astronomer (1750-1848)."
"E"|"m"|"C. Herschel U"|36.2|-31.5|||||"E"|3.0|"EU"|"GB"|"LAC 24"|"LAC 24"|5|2006|68|"SF"|"Caroline Lucretia; British astronomer (1750-1848)."
"E"|"m"|"C. Herschel V"|36.4|-33.5|||||"E"|4.0|"EU"|"GB"|"LAC 24"|"LAC 24"|5|2006|68|"SF"|"Caroline Lucretia; British astronomer (1750-1848)."
"E"|"m"|"C. Mayer B"|60.2|15.6|||||"E"|36.0|"EU"|"GE"|"LAC 13"|"LAC 13"|5|2006|66|"SF"|"Christian; German astronomer, mathematician, physicist (1719-1783)."
"E"|"m"|"C. Mayer D"|62.1|18.6|||||"E"|66.0|"EU"|"GE"|"LAC 13"|"LAC 13"|5|2006|66|"SF"|"Christian; German astronomer, mathematician, physicist (1719-1783)."
"E"|"m"|"C. Mayer E"|61.1|16.0|||||"E"|12.0|"EU"|"GE"|"LAC 13"|"LAC 13"|5|2006|66|"SF"|"Christian; German astronomer, mathematician, physicist (1719-1783)."
"E"|"m"|"C. Mayer F"|62.0|19.5|||||"E"|7.0|"EU"|"GE"|"LAC 13"|"LAC 13"|5|2006|66|"SF"|"Christian; German astronomer, mathematician, physicist (1719-1783)."
"E"|"m"|"C. Mayer H"|64.1|14.7|||||"E"|43.0|"EU"|"GE"|"LAC 13"|"LAC 13"|5|2006|66|"SF"|"Christian; German astronomer, mathematician, physicist (1719-1783)."
"E"|"m"|"Cabannes J"|-62.2|-167.2|||||"E"|34.0|"EU"|"FR"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Jean; French physicist (1885-1959)."
"E"|"m"|"Cabannes M"|-64.2|-170.2|||||"E"|48.0|"EU"|"FR"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Jean; French physicist (1885-1959)."
"E"|"m"|"Cabannes Q"|-63.3|-174.5|||||"E"|49.0|"EU"|"FR"|"LMP-3"|"LMP-3"|5|2006|68|"SF"|"Jean; French physicist (1885-1959)."
"E"|"m"|"Cabeus A"|-82.2|-39.1|||||"E"|48.0|"EU"|"IT"|"LMP-3"|"LMP-3"|5|2006|66|"SF"|"Cabeo, Niccolo; Italian astronomer (1586-1650)."
"E"|"m"|"Cabeus B"|-82.4|-53.0|||||"E"|61.0|"EU"|"IT"|"LMP-3"|"LMP-3"|5|2006|66|"SF"|"Cabeo, Niccolo; Italian astronomer (1586-1650)."
"E"|"m"|"Cajori K"|-49.1|169.8|||||"E"|32.0|"NA"|"AM"|"LMP-3"|"LMP-3"|5|2006|0|"SF"|"Florian; American mathematician (1859-1930)."
"E"|"m"|"Calippus A"|37.0|7.9|||||"E"|16.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Calippus B"|36.0|10.0|||||"E"|7.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Calippus C"|39.6|9.1|||||"E"|40.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Calippus D"|36.3|11.3|||||"E"|4.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Calippus E"|38.9|11.9|||||"E"|5.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Calippus F"|40.5|10.0|||||"E"|6.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Calippus G"|41.3|11.5|||||"E"|4.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|2006|89|"SF"|"Calippus of Cyzicus; Greek astronomer (c. 370 B.C.)."
"E"|"m"|"Campanus A"|-26.0|-28.6|||||"E"|11.0|"EU"|"IT"|"LAC 94"|"LAC 94"|5|2006|89|"SF"|"Campanus of Navara; Italian astronomer (c. 1200-1296)."
"E"|"m"|"Campanus B"|-29.2|-29.2|||||"E"|6.0|"EU"|"IT"|"LAC 94"|"LAC 94"|5|2006|89|"SF"|"Campanus of Navara; Italian astronomer (c. 1200-1296)."
"E"|"m"|"Campanus G"|-28.6|-31.3|||||"E"|10.0|"EU"|"IT"|"LAC 94"|"LAC 94"|5|2006|89|"SF"|"Campanus of Navara; Italian astronomer (c. 1200-1296)."
"E"|"m"|"Campanus K"|-26.6|-28.3|||||"E"|5.0|"EU"|"IT"|"LAC 94"|"LAC 94"|5|2006|89|"SF"|"Campanus of Navara; Italian astronomer (c. 1200-1296)."
"E"|"m"|"Campanus X"|-27.8|-27.3|||||"E"|4.0|"EU"|"IT"|"LAC 94"|"LAC 94"|5|2006|89|"SF"|"Campanus of Navara; Italian astronomer (c. 1200-1296)."
"E"|"m"|"Campanus Y"|-27.8|-28.2|||||"E"|4.0|"EU"|"IT"|"LAC 94"|"LAC 94"|5|2006|89|"SF"|"Campanus of Navara; Italian astronomer (c. 1200-1296)."
"E"|"m"|"Campbell A"|52.2|155.2|||||"E"|20.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|68|"SF"|"Leon; American astronomer (1881-1951); William Wallace; American astronomer (1862-1938)."
"E"|"m"|"Campbell E"|46.4|158.6|||||"E"|15.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|68|"SF"|"Leon; American astronomer (1881-1951); William Wallace; American astronomer (1862-1938)."
"E"|"m"|"Campbell N"|43.2|152.3|||||"E"|23.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|68|"SF"|"Leon; American astronomer (1881-1951); William Wallace; American astronomer (1862-1938)."
"E"|"m"|"Campbell X"|47.7|149.4|||||"E"|24.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|68|"SF"|"Leon; American astronomer (1881-1951); William Wallace; American astronomer (1862-1938)."
"E"|"m"|"Campbell Z"|48.8|152.9|||||"E"|28.0|"NA"|"AM"|"LMP-2"|"LMP-2"|5|2006|68|"SF"|"Leon; American astronomer (1881-1951); William Wallace; American astronomer (1862-1938)."
"E"|"m"|"Cannon B"|17.5|80.0|||||"E"|31.0|"NA"|"AM"|"LOC-3"|"LOC-3"|5|2006|75|"SF"|"Annie Jump; American astronomer (1863-1941)."
"E"|"m"|"Cannon E"|19.2|79.1|||||"E"|22.0|"NA"|"AM"|"LOC-3"|"LOC-3"|5|2006|75|"SF"|"Annie Jump; American astronomer (1863-1941)."
"E"|"m"|"Cantor C"|39.5|120.3|||||"E"|21.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Georg; German mathematician (1845-1918); Moritz; German mathematician (1829-1920)."
